Geography,Time Period,Time Period End Date,Product Universe,Product Level,Department,Category,Subcategory,Brand,UPC,Description,Dollars,"Dollars, Yago",Units,"Units, Yago",Avg % ACV,"Avg % ACV, Yago",Max % ACV,"Max % ACV, Yago",TDP,"TDP, Yago","Dollars, Promo","Dollars, Promo, Yago","Dollars, Non-Promo","Dollars, Non-Promo, Yago","Units, Promo","Units, Promo, Yago","Units, Non-Promo","Units, Non-Promo, Yago",Base Dollars,"Base Dollars, Yago",Base Units,"Base Units, Yago",Incr Dollars,"Incr Dollars, Yago",Incr Units,"Incr Units, Yago","Dollars, Display Only","Dollars, Display Only, Yago","Dollars, Feature Only","Dollars, Feature Only, Yago","Dollars, Feature & Display","Dollars, Feature & Display, Yago","Dollars, TPR","Dollars, TPR, Yago","Units, Display Only","Units, Display Only, Yago","Units, Feature Only","Units, Feature Only, Yago","Units, Feature & Display","Units, Feature & Display, Yago","Units, TPR","Units, TPR, Yago",promoted_price,promoted_price_yago,discount_percentage,discount_percentage_yago,"Avg % ACV, Any Display","Avg % ACV, Any Display, Yago","Avg % ACV, Any Feature","Avg % ACV, Any Feature, Yago","Avg % ACV, Display Only","Avg % ACV, Display Only, Yago","Avg % ACV, Feature Only","Avg % ACV, Feature Only, Yago","Avg % ACV, Feature & Display","Avg % ACV, Feature & Display, Yago","Avg % ACV, TPR","Avg % ACV, TPR, Yago","Max % ACV, Any Display","Max % ACV, Any Display, Yago","Max % ACV, Any Feature","Max % ACV, Any Feature, Yago","Max % ACV, Display Only","Max % ACV, Display Only, Yago","Max % ACV, Feature Only","Max % ACV, Feature Only, Yago","Max % ACV, Feature & Display","Max % ACV, Feature & Display, Yago","Max % ACV, TPR","Max % ACV, TPR, Yago","TDP, Any Display","TDP, Any Display, Yago","TDP, Any Feature","TDP, Any Feature, Yago","TDP, Display Only","TDP, Display Only, Yago","TDP, Feature & Display","TDP, Feature & Display, Yago","TDP, Feature Only","TDP, Feature Only, Yago","TDP, TPR","TDP, TPR, Yago",list_price,list_price_yago,Velocity Dollars,Velocity Units,"Velocity Dollars, Yago","Velocity Units, Yago"
TOTAL US - FOOD,WEEK,06/12/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3696240.94,3641388,2016498.47,1984160.81,95.34,95.55,95.34,95.55,749.27,730.05,1355192.84,1645680.77,2341048.1,1995707.23,839376.7,982301.1,1177121.77,1001859.71,3411170.41,3186508.11,1756087.04,1581992.28,285070.5299999998,454879.89000000013,260411.42999999993,402168.53,126996.07,132118.57,384195.7,158059.89,63748.62,15612.57,780252.45,1339889.74,72553.56,79067.6,240043.59,93474.55,48081.33,9799.63,478698.22,799959.32,1.61452282390016,1.67533230900383,0.11919085984293,8.71259225184996e-002,8.92,8.8,15.92,8.56,7.12,8.51,15.89,8.1,2.33,0.88,39.4,62.64,8.92,8.8,15.92,8.56,7.12,8.51,15.89,8.1,2.33,0.88,39.4,62.64,23.55,20.59,67.1,28.03,17.29,18.86,6.26,1.73,60.84,26.3,132.35,261.58,1.83299962533569,1.83522826458809,3876904.6989720995,2115060.2790014683,3810976.452119309,2076568.090005233
TOTAL US - FOOD,WEEK,06/18/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4122853.65,3732759.9,2227914.88,2065517.49,95.49,95.6,95.49,95.6,879.83,752.08,1820260.79,1422317.63,2302592.86,2310442.27,1097902.1,857867.32,1130012.78,1207650.17,3751241.65,3431432.86,1850188.44,1779333.34,371612,301327.04000000004,377726.43999999994,286184.14999999991,132367.37,166832.1,493663.7,365092.58,108966.21,57721.96,1085263.51,832670.99,75157.53,117768.63,355202.62,219059.88,85714.18,41501.54,581827.77,479537.27,1.65794453804214,1.65796924167714,0.104077025261661,8.2565030082388e-002,10.15,9.09,18.09,30.8,8.36,6.61,17.67,29.38,3.28,3.59,61.58,47.14,10.15,9.09,18.09,30.8,8.36,6.61,17.67,29.38,3.28,3.59,61.58,47.14,27.93,24.01,80.31,61.31,17.12,17.55,10.8,6.46,69.5,54.84,247.65,162.57,1.85054361233047,1.80717903289214,4317576.343072573,2333139.4701015814,3904560.5648535565,2160583.148535565
TOTAL US - FOOD,WEEK,06/19/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3732759.9,3455508.91,2065517.49,1902198.07,95.6,95.37,95.6,95.37,752.08,725.58,1422317.63,1549737.64,2310442.27,1905771.27,857867.32,970930.69,1207650.17,931267.38,3431432.86,3023620.52,1779333.34,1514963.95,301327.04000000004,431888.39000000013,286184.14999999991,387234.12000000011,166832.1,106303.85,365092.58,292548.41,57721.96,45407.84,832670.99,1105477.54,117768.63,62962.03,219059.88,213814.93,41501.54,35284.01,479537.27,658869.72,1.65796924167714,1.59613621853894,8.2565030082388e-002,0.121354534617055,9.09,7.5,30.8,14.23,6.61,6.59,29.38,13.51,3.59,1.41,47.14,62.79,9.09,7.5,30.8,14.23,6.61,6.59,29.38,13.51,3.59,1.41,47.14,62.79,24.01,18.79,61.31,37.46,17.55,15.88,6.46,2.91,54.84,34.55,162.57,261.49,1.80717903289214,1.81658732836376,3904560.5648535565,2160583.148535565,3623266.1319073085,1994545.5279437979
TOTAL US - FOOD,WEEK,06/25/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4516925.3,4096315.9,2768287.36,2478394.66,95.72,95.3,95.72,95.3,879.13,751.86,2718430.83,2375652.43,1798494.47,1720663.47,1902306.57,1640095.57,865980.79,838299.09,3612281.67,3361932.97,1791870.02,1740959.53,904643.62999999989,734382.9299999997,976417.33999999985,737435.13000000012,200993.4,164187.81,1131474,841360.3,268389.32,244818.39,1117574.11,1125285.93,146951.84,109779.27,828064.43,611672.12,224801.43,186146.69,702488.87,732497.49,1.42901826281344,1.4484841453477,0.124197782470387,0.123623407334282,19.54,19.95,36.99,37.39,11.92,11.28,34.37,36.05,12.47,13.49,56.29,57.11,19.54,19.95,36.99,37.39,11.92,11.28,34.37,36.05,12.47,13.49,56.29,57.11,52.03,51.29,194.19,156.07,26.19,21.9,25.84,29.39,168.34,126.68,210.2,205.03,1.63166778321742,1.65281017027369,4718893.961554534,2892067.864605098,4298337.77544596,2600623.987408185
TOTAL US - FOOD,WEEK,06/26/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4096315.9,3872102.88,2478394.66,2364613.92,95.3,95.31,95.3,95.31,751.86,727.11,2375652.43,2064954.05,1720663.47,1807148.83,1640095.57,1455871.56,838299.09,908742.36,3361932.97,3060006.17,1740959.53,1553432.51,734382.9299999997,812096.71,737435.13000000012,811181.40999999992,164187.81,227430.25,841360.3,810374.68,244818.39,242387.23,1125285.93,784761.89,109779.27,152320.79,611672.12,617809.65,186146.69,199786.79,732497.49,485954.33,1.4484841453477,1.41836279156384,0.123623407334282,0.133834894246945,19.95,20.69,37.39,30.6,11.28,15.29,36.05,26.96,13.49,12.51,57.11,49.33,19.95,20.69,37.39,30.6,11.28,15.29,36.05,26.96,13.49,12.51,57.11,49.33,51.29,52.71,156.07,117.45,21.9,28.38,29.39,24.34,126.68,93.11,205.03,144.9,1.65281017027369,1.63752012421546,4298337.77544596,2600623.987408185,4062640.7302486617,2480971.482530689
TOTAL US - FOOD,WEEK,07/02/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4268650.37,4196173.73,2427591.74,2636941.72,95.88,95.66,95.88,95.66,886.87,756.45,2863767.37,2660783.8,1404883,1535389.93,1771981.73,1928676.31,655610.01,708265.41,3683320.19,3398237.02,1813755.7,1750731.72,585330.18000000017,797936.71000000043,613836.04000000027,886210.00000000023,133873.74,218163.98,1605217.09,1153426.15,302619.59,446488.53,822056.95,842705.14,76101.3,172970.31,1038092.26,839143.76,216386.87,359464.01,441401.3,557098.23,1.61613820363712,1.37959064784697,8.08983135697956e-002,0.133043489162328,19.92,22.32,55.3,46.99,9.4,11.7,54,43.45,13.73,16.27,57.93,46.21,19.92,22.32,55.3,46.99,9.4,11.7,54,43.45,13.73,16.27,57.93,46.21,54.47,64.09,300.36,201.23,22.21,23.54,32.27,40.55,268.1,160.67,210.13,161.04,1.75838890026871,1.59130317449716,4452075.896954527,2531906.2786816857,4386550.0,2756577.169140707
TOTAL US - FOOD,WEEK,07/03/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4196173.73,4133497.85,2636941.72,2494889.35,95.66,95.41,95.66,95.41,756.45,729.76,2660783.8,2213540.98,1535389.93,1919956.87,1928676.31,1524911.69,708265.41,969977.66,3398237.02,3246975.29,1750731.72,1654272.39,797936.71000000043,886522.56,886210.00000000023,840616.9600000002,218163.98,183602.54,1153426.15,903719.43,446488.53,391625,842705.14,734594.01,172970.31,125721.35,839143.76,668560.92,359464.01,322866.21,557098.23,407763.21,1.37959064784697,1.45158634071459,0.133043489162328,0.123854073843464,22.32,19.17,46.99,31.05,11.7,9.72,43.45,26.56,16.27,12.8,46.21,49.2,22.32,19.17,46.99,31.05,11.7,9.72,43.45,26.56,16.27,12.8,46.21,49.2,64.09,52.1,201.23,118.5,23.54,20.25,40.55,31.85,160.67,86.64,161.04,135.55,1.59130317449716,1.65678604143306,4386550.0,2756577.169140707,4332352.845613668,2614913.897914265
TOTAL US - FOOD,WEEK,07/09/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4440838.86,3837453.46,2416604.26,2140248.26,96.02,95.61,96.02,95.61,885.1,754.82,2522859.84,1800815.58,1917979.02,2036637.88,1511353.76,1135546.36,905250.5,1004701.9,3855171.37,3472494.88,1910162.29,1772378.99,585667.49000000022,364958.58000000007,506441.96999999974,367869.26999999979,132491.36,245586.37,934743.24,277327.32,119736.35,53782.67,1335888.89,1224119.22,72615.62,154320.09,575491.42,153000.79,80690.56,29633.77,782556.16,798591.71,1.66927155426536,1.58585826473875,9.16201023482992e-002,0.115525327644307,13.2,17,27.7,20.12,9.74,13.93,27.42,19.13,5.99,4.16,65.07,54.12,13.2,17,27.7,20.12,9.74,13.93,27.42,19.13,5.99,4.16,65.07,54.12,32.57,41.91,169.23,64.01,19.57,32.32,13,9.59,156.23,54.41,259.31,214.41,1.83763594788995,1.79299454727743,4624910.289523017,2516771.7767131845,4013652.8187428094,2238519.2553080223
TOTAL US - FOOD,WEEK,07/10/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3837453.46,3821022.01,2140248.26,2209348.82,95.61,95.73,95.61,95.73,754.82,727.77,1800815.58,1682337.6,2036637.88,2138684.41,1135546.36,1114138.26,1004701.9,1095210.56,3472494.88,3239718.14,1772378.99,1672569.8,364958.58000000007,581303.86999999965,367869.26999999979,536779.01999999979,245586.37,207546.64,277327.32,266087.62,53782.67,63371.09,1224119.22,1145332.25,154320.09,133736.29,153000.79,191880.51,29633.77,48639.33,798591.71,739882.13,1.58585826473875,1.50998997198068,0.115525327644307,0.126910404055134,17,12.66,20.12,12.61,13.93,11.14,19.13,12.09,4.16,2.77,54.12,58.9,17,12.66,20.12,12.61,13.93,11.14,19.13,12.09,4.16,2.77,54.12,58.9,41.91,31.18,64.01,42.98,32.32,25.1,9.59,6.08,54.41,36.9,214.41,197.41,1.79299454727743,1.72947882897007,4013652.8187428094,2238519.2553080223,3991457.2338869735,2307895.978272224
TOTAL US - FOOD,WEEK,07/16/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4103646.05,3798628.64,2159514.13,2089543.4,96,95.62,96,95.62,880.65,754.45,1647096.13,1806069.02,2456549.92,1992559.62,929997.26,1136783.81,1229516.87,952759.59,3801791.49,3422169.19,1887017.14,1759140.78,301854.55999999959,376459.45000000019,272496.99,330402.61999999988,132264.84,152176.7,571678,610540.55,84130.34,114633.3,859022.95,928718.47,75129.01,84278.34,333386.02,404860.94,53567.85,76165.33,467914.38,571479.2,1.7710763255367,1.58875329162191,6.79838602783529e-002,0.126061200144891,10.41,15.17,19.47,30.24,8.29,10.27,18.8,27.6,3.21,5.62,54.9,47.51,10.41,15.17,19.47,30.24,8.29,10.27,18.8,27.6,3.21,5.62,54.9,47.51,26.28,37.48,118.02,89.98,17.32,24.38,8.96,13.1,109.06,76.88,198.59,194.63,1.90026357919686,1.81792282467069,4274631.302083333,2249493.8854166665,3972629.8263961514,2185257.6866764273
TOTAL US - FOOD,WEEK,07/17/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3798628.64,3529275.44,2089543.4,1912489.5,95.62,95.34,95.62,95.34,754.45,721.68,1806069.02,990539.64,1992559.62,2538735.8,1136783.81,608343.58,952759.59,1304145.92,3422169.19,3253681.01,1759140.78,1680875.14,376459.45000000019,275594.43000000017,330402.61999999988,231614.3600000001,152176.7,111839.98,610540.55,220518.47,114633.3,56921.66,928718.47,601259.53,84278.34,64982.4,404860.94,150422.35,76165.33,43264.85,571479.2,349673.98,1.58875329162191,1.62825691363423,0.126061200144891,0.117659048275394,15.17,9.09,30.24,13.16,10.27,8.08,27.6,12.51,5.62,1.99,47.51,42.35,15.17,9.09,30.24,13.16,10.27,8.08,27.6,12.51,5.62,1.99,47.51,42.35,37.48,21.78,89.98,33.93,24.38,17.99,13.1,3.79,76.88,30.15,194.63,104.89,1.81792282467069,1.84538291059899,3972629.8263961514,2185257.6866764273,3701778.309209146,2005967.5896790433
TOTAL US - FOOD,WEEK,07/23/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4060346.31,3549580.14,2229704,1854213.46,95.85,96.02,95.85,96.02,880.83,757.22,1887058.88,1047377.95,2173287.43,2502202.19,1182549.11,635408.25,1047154.89,1218805.21,3689370.54,3339356.78,1812032.74,1654703.03,370975.77,210223.36000000034,417671.26,199510.42999999993,169830.24,186091.63,573703.48,242330.74,101516.68,97970.41,1042008.48,520985.17,112967.32,110865.46,403424.27,144256.78,75599.26,66855,590558.26,313431.01,1.59575519024322,1.64835434541494,0.123704861838234,0.138940186284155,11.89,14.83,13.9,18.23,9.33,12.12,13.8,16.63,3.55,3.65,62.82,34.96,11.89,14.83,13.9,18.23,9.33,12.12,13.8,16.63,3.55,3.65,62.82,34.96,29.55,37.48,91.54,48.03,19.79,27.8,9.75,9.69,81.79,38.34,226.23,115.89,1.82102481315906,1.91433198850795,4236146.384976527,2326243.0881585814,3696709.1647573425,1931070.047906686
TOTAL US - FOOD,WEEK,07/24/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3549580.14,3425228,1854213.46,1849243.54,96.02,95.46,96.02,95.46,757.22,726.33,1047377.95,999322.13,2502202.19,2425905.87,635408.25,633321.78,1218805.21,1215921.76,3339356.78,3163731.88,1654703.03,1621114.95,210223.36000000034,261496.12000000011,199510.42999999993,228128.59000000008,186091.63,121095.5,242330.74,331651.47,97970.41,84265.83,520985.17,462309.33,110865.46,79735.33,144256.78,229220.62,66855,60951.4,313431.01,263414.43,1.64835434541494,1.5779058316927,0.138940186284155,0.148105712674879,14.83,9.51,18.23,14.01,12.12,7.36,16.63,13.08,3.65,3.66,34.96,44.76,14.83,9.51,18.23,14.01,12.12,7.36,16.63,13.08,3.65,3.66,34.96,44.76,37.48,24.6,48.03,65.75,27.8,14.35,9.69,10.25,38.34,55.5,115.89,116.13,1.91433198850795,1.85223196723997,3696709.1647573425,1931070.047906686,3588129.0592918503,1937192.059501362
TOTAL US - FOOD,WEEK,07/30/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3913385.3,3772153.48,2157357.97,2101692.78,95.81,95.63,95.81,95.63,880.93,756.22,1809976.04,1808082.61,2103409.26,1964070.87,1146175.25,1159381.06,1011182.72,942311.72,3518618.68,3362523.71,1726137.88,1726880.47,394766.61999999965,409629.77,431220.09000000032,374812.30999999982,174612.63,290417.41,597418.01,641579.17,72098.42,59658.94,965846.98,816427.09,113605.03,176762.2,379876.38,420933.47,54581.07,43604.63,598112.77,518080.76,1.57914423645075,1.55952401878982,0.129454642688366,0.131095702254632,12.54,21.06,41.33,35.96,10.39,19.28,40.23,34.23,3.93,3.96,57.75,47.47,12.54,21.06,41.33,35.96,10.39,19.28,40.23,34.23,3.93,3.96,57.75,47.47,28.51,50.62,118.7,101.32,21.68,43.89,6.83,6.73,111.87,94.59,192.76,149.78,1.81397123445396,1.79481678573402,4084526.980482204,2251704.3836760256,3944529.4154554014,2197733.744640803
TOTAL US - FOOD,WEEK,07/31/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3772153.48,3488626.74,2101692.78,1842659.54,95.63,95.51,95.63,95.51,756.22,728.9,1808082.61,864891.17,1964070.87,2623735.57,1159381.06,516982.04,942311.72,1325677.5,3362523.71,3243587.88,1726880.47,1649304.36,409629.77,245038.86000000034,374812.30999999982,193355.17999999993,290417.41,102818.65,641579.17,214962.62,59658.94,72250.71,816427.09,474859.19,176762.2,59765.87,420933.47,142706.37,43604.63,52507.2,518080.76,262002.6,1.55952401878982,1.67296173383509,0.131095702254632,0.116357487156633,21.06,8.63,35.96,9.05,19.28,7.04,34.23,8.63,3.96,2.53,47.47,41.01,21.06,8.63,35.96,9.05,19.28,7.04,34.23,8.63,3.96,2.53,47.47,41.01,50.62,22.85,101.32,34.96,43.89,15.5,6.73,7.35,94.59,27.61,149.78,102.05,1.79481678573402,1.89325627674009,3944529.4154554014,2197733.744640803,3652629.8188671344,1929284.410009423
TOTAL US - FOOD,WEEK,08/06/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4256355.38,4204759.21,2438716.63,2514762.21,95.71,95.61,95.71,95.61,881.02,758.21,2143948.75,1915090.08,2112406.63,2289669.13,1456341.24,1344931.19,982375.39,1169831.02,3623561.36,3518025.25,1775685.23,1826362.66,632794.02,686733.96,663031.39999999991,688399.55,191546.03,254212.6,772555.44,502208.43,182880.11,69949.71,996967.17,1088719.34,119546.94,165937.83,571317.86,423912.06,151818.26,53859.35,613658.18,701221.95,1.47214724895108,1.42393164367019,0.156520154615064,0.148381795892428,15.23,15.41,27.32,17.37,11.25,12.99,26.8,16.72,7.06,3.5,53.48,52.83,15.23,15.41,27.32,17.37,11.25,12.99,26.8,16.72,7.06,3.5,53.48,52.83,42.09,39.63,138.16,75.99,21.18,29.7,20.91,9.93,117.25,66.06,197.63,183.16,1.74532593399341,1.67203053763083,4447137.582279803,2548026.987775572,4397823.669072273,2630229.2751804204
TOTAL US - FOOD,WEEK,08/07/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4204759.21,4097155.88,2514762.21,2384624.28,95.61,95.77,95.61,95.77,758.21,731.61,1915090.08,1699203.22,2289669.13,2397952.66,1344931.19,1166661.8,1169831.02,1217962.48,3518025.25,3350994.39,1826362.66,1710285.65,686733.96,746161.48999999976,688399.55,674338.62999999989,254212.6,131774.39,502208.43,678679.16,69949.71,118254.28,1088719.34,770495.39,165937.83,77596.09,423912.06,559921.44,53859.35,105847.2,701221.95,423297.07,1.42393164367019,1.45646597840094,0.148381795892428,0.15230851917481,15.41,10.9,17.37,18.87,12.99,7.35,16.72,18.6,3.5,4.73,52.83,51.85,15.41,10.9,17.37,18.87,12.99,7.35,16.72,18.6,3.5,4.73,52.83,51.85,39.63,27.46,75.99,100.07,29.7,15.07,9.93,12.38,66.06,87.69,183.16,131.07,1.67203053763083,1.71815573395068,4397823.669072273,2630229.2751804204,4278120.371723922,2489949.128119453
TOTAL US - FOOD,WEEK,08/13/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4050734.23,3966567.56,2136441.76,2170341.78,95.73,95.77,95.73,95.77,882.21,758.52,1643063.24,1528970.68,2407670.99,2437596.88,973184.9,952445.93,1163256.86,1217895.85,3646461.63,3557913.1,1788292.64,1813352.1,404272.60000000009,408654.45999999996,348149.11999999988,356989.6799999997,145229.05,196672.37,399228.96,194027.35,47075.51,55997.73,1051529.72,1082273.23,86268.67,120823.63,244673.75,131836.08,29140.05,44732.18,613102.43,655054.04,1.68833614249461,1.60530968933848,0.10953628776016,0.121640905919645,8.96,11.75,14.74,11.58,7.88,10.55,14.27,11.54,1.69,1.36,60.81,56.87,8.96,11.75,14.74,11.58,7.88,10.55,14.27,11.54,1.69,1.36,60.81,56.87,22.24,30.75,82.32,40.27,17.76,25.79,4.48,4.96,77.84,35.31,201.01,218.35,1.89601902838671,1.8276234630658,4231415.679515303,2231736.926773216,4141764.1850266266,2266202.1301033725
TOTAL US - FOOD,WEEK,08/14/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3966567.56,3747593.06,2170341.78,2032238.18,95.77,95.43,95.77,95.43,758.52,728.13,1528970.68,1203224.86,2437596.88,2544368.2,952445.93,736739.39,1217895.85,1295498.79,3557913.1,3333921.38,1813352.1,1707467.72,408654.45999999996,413671.68000000017,356989.6799999997,324770.45999999996,196672.37,131468.67,194027.35,425791.83,55997.73,86135.68,1082273.23,559828.68,120823.63,74900.94,131836.08,280574.72,44732.18,58537.35,655054.04,322726.38,1.60530968933848,1.63317568781004,0.121640905919645,0.114364357528369,11.75,11.58,11.58,17.83,10.55,9.56,11.54,17.1,1.36,2.82,56.87,41.46,11.75,11.58,11.58,17.83,10.55,9.56,11.54,17.1,1.36,2.82,56.87,41.46,30.75,29.23,40.27,53.33,25.79,23.16,4.96,6.07,35.31,47.26,218.35,118.2,1.8276234630658,1.8440717711543,4141764.1850266266,2266202.1301033725,3927059.6877292255,2129559.0275594676
TOTAL US - FOOD,WEEK,08/20/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3903620.01,3528119.55,2106517.45,1896939.7,95.92,95.75,95.92,95.75,882.27,754.24,1492868.88,1234523,2410751.13,2293596.55,978721.91,755819.8,1127795.54,1141119.9,3554873.73,3251445.53,1740859.84,1654326.28,348746.2799999998,276674.02,365657.6100000001,242613.41999999993,99064.03,145723.63,527846.76,415321.08,111791.78,82216.96,754166.31,591261.33,61267.9,85791.37,371318.83,286540.24,82993.36,54869.66,463141.82,328618.53,1.52532488007753,1.63335625766883,0.176886205990508,0.121804608515768,8.67,12.07,17.8,15.25,6.33,9.94,16.53,14.36,4.33,2.75,47.4,47.19,8.67,12.07,17.8,15.25,6.33,9.94,16.53,14.36,4.33,2.75,47.4,47.19,22.36,28.45,81.23,55.93,11.68,21.35,10.68,7.1,70.55,48.82,132.93,148.75,1.85311543941874,1.85990073906935,4069662.2289407835,2196119.109674729,3684720.156657963,1981138.0678851174
TOTAL US - FOOD,WEEK,08/21/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3528119.55,3543115.55,1896939.7,1977809.54,95.75,95.36,95.75,95.36,754.24,726.58,1234523,1133119.55,2293596.55,2409996,755819.8,783722.96,1141119.9,1194086.58,3251445.53,3157243.55,1654326.28,1614118.92,276674.02,385872,242613.41999999993,363690.62000000011,145723.63,135795.36,415321.08,411343.27,82216.96,170589.99,591261.33,415390.93,85791.37,88799.06,286540.24,317959.39,54869.66,137444.35,328618.53,239520.16,1.63335625766883,1.44581645279347,0.121804608515768,0.192927937835985,12.07,12.31,15.25,15.83,9.94,8.94,14.36,13.82,2.75,5.95,47.19,32.86,12.07,12.31,15.25,15.83,9.94,8.94,14.36,13.82,2.75,5.95,47.19,32.86,28.45,35.63,55.93,59.16,21.35,21.59,7.1,14.03,48.82,45.12,148.75,85.03,1.85990073906935,1.79143414891203,3684720.156657963,1981138.0678851174,3715515.467701342,2074045.2390939598
TOTAL US - FOOD,WEEK,08/27/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3938846,3429888.64,2170553.77,1876543.43,95.64,95.65,95.64,95.65,876.59,754.53,1945362.88,1117764.49,1993483.12,2312124.15,1182275.02,692061.81,988278.75,1184481.62,3446570.62,3137176.35,1706955.24,1587755.69,492275.37999999989,292712.29000000004,463598.53,288787.74,95961.05,144055.58,1085458.56,323587.42,229737.6,75643.26,534205.67,574478.23,62658.71,82275.72,652693.43,195328.51,160127.4,59891.08,306795.48,354566.5,1.64544022929623,1.6151223400118,9.32581540358299e-002,0.116342384866651,17.41,11.63,41.09,19.22,7.88,9.65,40.06,18.86,12.32,2.65,45.89,42.37,17.41,11.63,41.09,19.22,7.88,9.65,40.06,18.86,12.32,2.65,45.89,42.37,41.84,31.88,230.1,71.33,15.38,23.24,26.46,8.65,203.64,62.68,122.41,138.03,1.81467331260815,1.82776938980837,4118408.6156419907,2269504.150982852,3585874.1662310506,1961885.4469419757
